id,user_id,group_id
785,100278,1
655,38,1
656,89,1
657,38,2
658,100211,1
659,100212,1
660,100213,1
661,100214,1
662,100215,1
663,100216,1
664,100217,1
665,100218,1
666,100219,1
667,100220,1
1405,100617,1
1411,100644,1
788,100280,1
791,100283,1
674,100221,1
675,100222,1
794,100286,1
677,100223,1
797,100288,1
679,100035,1
680,100224,1
681,100195,1
682,100225,1
683,100226,1
684,100227,1
685,100228,1
686,100229,1
687,100230,1
690,100233,1
691,100234,1
692,100235,1
694,100237,1
695,94,1
696,94,3
697,100238,1
798,100289,1
801,100291,1
804,100294,1
701,100239,1
702,100240,1
703,100241,1
704,100242,1
705,100243,1
706,100244,1
708,100245,1
809,100297,1
711,100246,1
721,100247,1
722,100248,1
723,100249,1
724,100250,1
725,100251,1
726,100252,1
727,100253,1
728,100254,1
729,100255,1
730,100256,1
731,100257,1
733,100258,1
734,100259,1
812,100300,1
815,100303,1
2200,101075,1
829,100308,1
746,100262,1
747,100263,1
750,100266,1
1418,100568,1
835,100314,1
838,100317,1
848,100321,1
850,100323,1
2223,100934,6
2232,101088,1
855,100326,1
856,100327,1
857,100328,1
858,100329,1
859,100330,1
860,100331,1
865,100332,1
866,100333,1
869,100334,1
871,100335,1
877,100336,1
882,100338,1
885,100339,1
887,100340,1
889,100341,1
892,100342,1
894,100343,1
895,100344,1
899,100345,1
900,100346,1
901,100347,1
902,100348,1
903,100349,1
906,100350,1
909,100351,1
911,100352,1
913,100353,1
915,100354,1
917,100355,1
920,100356,1
923,100357,1
928,100358,1
930,100359,1
932,100360,1
933,100361,1
934,100337,1
939,100362,1
953,100363,1
954,100364,1
958,100365,1
959,100366,1
2234,101090,1
2235,145,1
2236,145,2
2239,101091,1
2241,101093,1
968,100368,1
969,100369,1
970,100370,1
971,100371,1
972,100372,1
973,100373,1
974,100374,1
975,100375,1
976,100376,1
977,100377,1
978,100378,1
979,100379,1
980,100380,1
981,100381,1
982,100382,1
983,100383,1
984,100384,1
985,100385,1
989,100386,1
990,100387,1
991,100388,1
992,100389,1
995,100392,1
996,100393,1
997,100394,1
998,100395,1
999,100396,1
1000,100397,1
1001,100398,1
1002,100399,1
1003,21,1
1004,100400,1
1005,100401,1
1006,100402,1
1007,100403,1
1008,100404,1
1009,100405,1
1010,100406,1
1435,100537,1
1439,100652,1
1013,100407,1
1014,100408,1
1015,100409,1
1016,100410,1
1017,100411,1
1018,100412,1
1020,100413,1
1021,100414,1
1023,100416,1
1024,100417,1
1025,100418,1
1026,100419,1
1027,100420,1
1028,100421,1
1029,100422,1
1030,100423,1
1031,100424,1
1032,100425,1
1033,100426,1
1034,100427,1
1035,100428,1
1036,100429,1
1037,100430,1
1043,100432,1
1046,100431,1
1049,100433,1
1051,29,1
1456,100592,1
1466,100672,1
1467,100673,1
1053,100231,1
1054,100434,1
1055,100435,1
1056,100436,1
1407,100643,1
1058,100438,1
1059,100439,1
1060,100440,1
1061,100441,1
1062,100442,1
1063,100443,1
1065,100445,1
2088,101026,1
2089,101027,1
1067,100447,1
1069,100449,1
1070,100450,1
1071,100451,1
1072,100452,1
1073,100453,1
1074,100454,1
1771,100864,1
1780,27,1
1087,8,1
1088,8,2
1089,100455,1
1090,100455,2
1091,100448,1
1092,100448,2
1093,100444,1
1098,100458,1
1099,100458,2
1101,100459,1
1102,100460,1
1103,100461,1
1104,100462,1
1105,100463,1
1106,100464,1
1107,100465,1
1108,100466,1
2028,100886,1
2029,100886,2
2030,100886,3
1114,100467,1
1419,100491,1
1120,100469,1
1121,100470,1
1122,100471,1
1123,100472,1
1124,100473,1
1125,100474,1
1126,100475,1
1129,100477,1
1130,100476,1
1131,100478,1
1132,100479,1
1133,100480,1
1134,100481,1
1135,100482,1
1136,100483,1
1137,100484,1
1138,100485,1
1139,100486,1
1140,100487,1
1141,100488,1
1143,100306,1
1144,100210,1
1145,34,1
1146,100489,1
1147,100490,1
1149,100492,1
1150,100493,1
1153,100496,1
1155,100498,1
1156,100499,1
1157,100500,1
1158,100501,1
1160,100503,1
1161,100504,1
1162,100505,1
1163,100506,1
1164,100507,1
1165,100508,1
1781,27,2
1791,100873,1
1168,100511,1
1169,100512,1
1170,100513,1
1171,100514,1
1172,100515,1
1173,100516,1
1174,100517,1
1175,100518,1
1430,100648,1
1795,100877,1
1179,100522,1
1180,100523,1
1181,100524,1
1182,100525,1
1183,100526,1
1432,100646,1
1185,100528,1
1186,100529,1
1187,100530,1
1188,100531,1
1433,100645,1
1190,100533,1
1799,100881,1
1811,100892,1
1817,100898,1
1823,100904,1
1826,100907,1
1198,100535,1
1199,100536,1
1201,100538,1
1203,100540,1
1204,100532,1
1205,117,1
1206,100541,1
1207,100542,1
1208,100543,1
1209,100544,1
1210,100545,1
1211,100546,1
1212,100547,1
1213,100548,1
2031,100886,4
1215,100549,1
1216,100550,1
1218,100552,1
1219,100553,1
1220,100554,1
1221,100462,2
1222,100555,1
1223,100556,1
2032,100886,5
1226,100468,1
1227,100468,2
1436,100654,1
1229,100557,1
1437,100653,1
1440,100658,1
1232,100559,1
1233,100560,1
1234,100561,1
1235,100562,1
1443,100660,1
1444,100651,1
1445,100661,1
1448,100664,1
1449,100662,1
1244,100563,1
1450,100665,1
1246,100565,1
1247,100566,1
1834,100908,1
1250,100569,1
1251,100570,1
1252,100571,1
1253,100572,1
1254,100573,1
1255,100574,1
1256,100575,1
1257,100576,1
1258,100151,2
1259,100577,1
1260,100578,1
1263,100579,1
1457,100580,1
1460,100666,1
1266,100437,1
1461,100667,1
1462,100668,1
1464,100670,1
1276,99,1
1277,99,2
1279,100581,1
1280,100582,1
1281,100583,1
1282,100584,1
1283,100585,1
1284,100586,1
1408,100618,1
1286,100588,1
1287,100589,1
1288,100590,1
1289,100591,1
1480,100684,1
1836,100910,1
1424,100655,1
1427,100657,1
1429,100649,1
1295,100597,1
1296,100598,1
1837,100911,1
1839,100913,1
1297,100599,1
1298,100600,1
1882,100941,1
1300,100602,1
1301,100603,1
1883,100942,1
1792,100874,1
1304,100604,1
1481,100685,1
1442,100659,1
1307,100605,1
1308,100606,1
1309,100607,1
1310,100608,1
1311,100609,1
1312,100610,1
1943,100968,1
1452,100539,1
1317,100615,1
1463,100669,1
1465,100671,1
1468,100674,1
1469,100675,1
1324,100620,1
1470,100676,1
1471,100677,1
1327,100623,1
1472,93,1
1473,93,2
1474,100678,1
1331,100627,1
1475,100679,1
1476,100680,1
1338,100521,1
1341,100494,1
1342,100520,1
2201,101076,1
1345,100527,1
1349,100502,1
1350,100495,1
1351,100497,1
1352,100601,1
1354,100596,1
1355,100613,1
1356,100612,1
1357,100594,1
1359,100595,1
1360,100611,1
1361,100614,1
1365,100616,1
1366,100619,1
1375,100633,1
1376,100622,1
1377,100621,1
1379,100634,1
1380,100624,1
1383,100625,1
1384,100635,1
1386,100636,1
1387,100626,1
1389,100232,1
1390,100628,1
1391,100021,1
1392,100629,1
1393,100630,1
1395,100637,1
1396,100631,1
1398,100638,1
1399,100632,1
1400,100639,1
1401,100640,1
1793,100875,1
1884,100911,2
1485,100687,1
1486,100688,1
1487,100689,1
1488,100690,1
1489,100691,1
1490,100692,1
1491,100641,1
1492,100693,1
1493,100694,1
1494,100695,1
1495,100696,1
1496,100697,1
1497,100698,1
1498,100699,1
1499,100700,1
1500,100701,1
1501,100702,1
1502,100703,1
1503,100704,1
1504,100705,1
1505,100706,1
1506,100707,1
1507,100708,1
1508,100709,1
1509,100710,1
1510,100711,1
1511,100712,1
1512,100713,1
1513,100714,1
1514,100534,1
1516,100715,1
1796,100878,1
1518,100717,1
1519,100718,1
1520,100719,1
1521,100720,1
1522,100721,1
1523,100722,1
1524,100723,1
1525,100724,1
1526,191,1
1527,100725,1
1528,100726,1
1529,100727,1
1945,100970,1
1800,100882,1
1532,100730,1
1533,100731,1
1534,100732,1
1535,100733,1
1538,100734,1
1539,100735,1
1802,100564,1
1803,100884,1
1542,100738,1
1543,100739,1
1544,100740,1
1545,100741,1
1546,100742,1
1804,100885,1
1548,100744,1
2033,100886,6
1550,100746,1
1551,100747,1
1552,100748,1
1553,100749,1
2202,101077,1
2206,101081,1
2208,101083,1
2209,101084,1
2219,101085,1
1561,4,1
1806,100887,1
1563,100751,1
1565,100753,1
1566,100754,1
1567,100755,1
1568,4,2
1809,100890,1
1812,100893,1
1572,100759,1
1573,100760,1
1814,100895,1
1575,100762,1
2220,101086,1
1815,100896,1
1578,100749,2
1579,100745,1
1580,100567,1
2224,101073,1
1582,100765,1
1583,100736,1
1584,100737,1
1821,100902,1
1824,100905,1
2034,100886,7
2081,1,1
2225,101073,2
2226,101073,3
1591,10,1
1592,100302,1
1593,100766,1
1594,100767,1
1595,100768,1
1596,100769,1
1597,100770,1
1600,100750,1
1601,100729,1
1607,100773,1
1841,100915,1
1842,100916,1
1843,100917,1
1844,100918,1
1845,100919,1
1617,100776,1
1784,100868,1
1619,100772,1
1620,100777,1
1794,100876,1
1798,100880,1
1801,100883,1
1808,100889,1
1625,100782,1
2203,101078,1
1810,100891,1
1813,100894,1
1629,100786,1
1816,100897,1
1631,100788,1
1632,100789,1
2207,101082,1
1634,100791,1
1635,100792,1
1636,100793,1
1822,100903,1
1639,100796,1
1825,100906,1
1885,100943,1
1642,100799,1
1886,100663,1
1645,100802,1
1646,100803,1
1647,100804,1
1887,100509,1
1888,100929,1
1650,100457,1
1651,100457,2
1652,100805,1
1653,100806,1
1654,100807,1
1889,100928,1
1656,100809,1
1657,100810,1
1658,100811,1
1846,100920,1
1847,100921,1
1848,100922,1
1662,100812,1
1663,100813,1
1664,100814,1
1835,100909,1
1838,100912,1
1840,100914,1
1849,100923,1
1669,100815,1
1670,100774,1
1671,100816,1
1672,100817,1
1673,100818,1
1674,100819,1
1675,100820,1
1676,100821,1
1677,100822,1
1850,78,2
1851,100924,1
1852,100925,1
1685,100823,1
1686,100824,1
1687,100825,1
1688,100826,1
1689,100827,1
1690,100828,1
1691,100829,1
1692,100830,1
1693,100831,1
1694,100832,1
1695,100833,1
1696,100834,1
1697,100835,1
1698,100836,1
1699,100837,1
1700,100838,1
1702,100840,1
1703,100841,1
1704,100842,1
1705,100843,1
1706,100844,1
1707,55,1
1708,100845,1
1709,100846,1
1710,100847,1
1711,100848,1
1712,100849,1
1713,100850,1
1714,100798,1
1715,257,1
1853,100926,1
1854,100927,1
1944,100969,1
1946,100971,1
1953,100260,1
1858,100931,1
1722,100853,1
1723,100854,1
1724,100855,1
1725,100856,1
1726,100857,1
1727,100716,1
1728,100851,1
1859,100932,1
1730,100852,1
1731,100771,1
1732,100510,1
1956,100967,2
1734,100794,1
1735,100795,1
1736,100757,1
1860,100933,1
1738,100756,1
1739,100650,1
1740,100647,1
1741,100785,1
1742,100784,1
1743,100656,1
1744,100743,1
1745,100728,1
1746,100752,1
1890,100930,1
1748,100593,1
1749,100787,1
1862,100935,1
1751,100779,1
1752,100778,1
2035,101006,1
1754,100781,1
1755,100780,1
1756,100797,1
1757,100801,1
1758,100808,1
1759,17,1
1760,17,2
1761,146,1
1762,43,1
1763,100858,1
1764,100859,1
1765,100860,1
2036,101007,1
2037,101008,1
2039,101010,1
2040,22,2
2041,22,4
2042,22,6
2043,101011,1
2047,101015,1
2061,101021,1
1877,100936,1
1878,100937,1
1879,100938,1
1880,100939,1
1881,100940,1
1891,100879,1
1957,100967,3
1958,100967,4
1959,100967,5
1960,100967,6
1961,100967,7
1963,204,1
1965,100764,1
1966,100764,2
1968,100198,1
2063,101023,1
2064,15,1
2065,15,2
2066,15,3
2067,15,4
2068,15,5
2204,101079,1
2221,101087,1
2227,101073,4
2228,101073,5
2229,101073,6
2230,101073,7
1914,100945,1
1915,100946,1
1916,100947,1
1917,100948,1
1918,100949,1
1919,100950,1
1920,100951,1
1921,100952,1
1922,100953,1
1923,100954,1
1924,100955,1
1925,100956,1
1926,100957,1
1927,100958,1
1928,100959,1
1929,100960,1
1930,100961,1
1931,100962,1
1932,100963,1
1933,100964,1
1934,100965,1
1935,100966,1
1947,100972,1
2038,101009,1
2045,101013,1
2231,101073,8
2233,101089,1
2237,156,1
2054,101019,1
1948,100973,1
1949,100974,1
1950,100975,1
1951,251,1
1952,251,6
1954,100976,1
1955,238,1
1962,2,1
1964,5,1
1967,100446,1
2238,156,2
2240,101092,1
2242,101094,1
2243,101095,1
2244,101096,1
2245,101097,1
2246,101098,1
2247,101099,1
2248,101100,1
2249,101101,1
2250,101102,1
2251,101103,1
2252,101104,1
2253,101105,1
2254,101106,1
1986,313,1
1987,311,1
1988,245,1
1989,100367,1
1990,100367,2
1991,100367,3
1992,100367,4
1993,100367,5
1994,100367,6
1995,100367,7
1996,100977,1
1997,100978,1
1998,100979,1
1999,100980,1
2000,100981,1
2001,100982,1
2003,100984,1
2004,100985,1
2005,100986,1
2055,101019,2
2255,101107,1
2256,101108,1
2009,100990,1
2010,100991,1
2011,100992,1
2012,100993,1
2013,100994,1
2014,100995,1
2015,47,2
2016,100996,1
2017,100997,1
2018,100998,1
2019,100999,1
2020,101000,1
2021,101001,1
2022,101002,1
2023,101003,1
2056,101019,4
2057,101019,6
2058,101019,7
2060,101020,1
2069,15,6
2070,15,7
2082,1,2
2083,1,3
2084,1,4
2085,1,5
2086,1,6
2087,1,7
2090,101028,1
2091,101029,1
2092,101030,1
2093,100783,1
2094,101031,1
2095,100790,1
2096,101032,1
2097,100763,1
2112,6,1
2113,6,2
2114,6,3
2115,101033,1
2116,101034,1
2117,101035,1
2119,100900,1
2258,100983,1
2121,100060,1
2122,100065,1
2123,100800,1
2124,101036,1
2259,100888,1
2260,100456,1
2127,100519,1
2128,100899,1
2135,101017,1
2136,101018,1
2137,101016,1
2138,100989,1
2140,100261,1
2143,101037,1
2146,101038,1
2148,101039,1
2151,101040,1
2152,243,1
2157,101042,1
2159,101043,1
2161,101044,1
2163,101045,1
2165,101046,1
2166,100988,1
2167,101047,1
2169,101049,1
2170,101050,1
2172,101048,1
2173,100901,1
2175,101012,1
2176,101051,1
2177,101052,1
2178,101053,1
2179,101054,1
2180,101055,1
2181,101056,1
2182,101057,1
2183,101058,1
2184,101059,1
2185,101060,1
2186,101061,1
2187,101062,1
2188,101063,1
2189,101064,1
2190,101065,1
2191,101066,1
2192,101067,1
2193,101068,1
2261,101110,1
2262,101111,1
2263,101112,1
2264,101113,1
2265,101114,1
2266,101115,1
2267,101116,1
2268,101117,1
2269,101118,1
2270,101119,1
2271,101120,1
2272,101121,1
2273,101122,1
2274,101123,1
2275,101124,1
2276,101125,1
2277,101126,1
2278,101127,1
2279,101128,1
2280,101129,1
2281,101130,1
2282,101131,1
2283,101132,1
2284,101133,1
2285,101134,1
2286,101135,1
2287,101136,1
2288,101137,1
2289,100551,1
2290,100073,1
2291,101138,1
2292,101139,1
2293,101140,1
2294,101141,1
2295,100944,1
2296,101142,1
2297,101143,1
2298,101144,1
2299,101145,1
2300,101146,1
2301,101147,1
2302,101148,1
2303,101149,1
2304,101150,1
2305,101151,1
2306,100934,2
2307,101022,1
2308,101152,1
2309,101109,1
2310,101153,1
2311,101154,1
2312,101155,1
2313,101156,1
2314,101157,1
2316,100839,1
2318,101158,1
2320,101159,1
2326,101160,1
2327,101161,1
2328,101162,1
2329,101163,1
2330,101164,1
2331,101165,1
2332,101166,1
2333,101167,1
2334,101168,1
2335,101169,1
2336,101170,1
2337,101171,1
2338,101172,1
2339,101173,1
2340,101174,1
2341,101175,1
2342,101176,1
2343,101177,1
2344,101178,1
2345,101179,1
2346,101180,1
2347,101181,1
2348,101182,1
2349,101183,1
2350,101184,1
2351,101185,1
2352,101186,1
2353,101187,1
2354,101188,1
2355,101189,1
2356,101190,1
2357,101191,1
2358,101192,1
